,tourney_date,p1_id,p1_name,p2_id,p2_name,p1_hand,p1_ht,p1_age,p2_hand,p2_ht,p2_age,best_of,p1_ace,p1_df,p1_svpt,p1_1stIn,p1_1stWon,p1_2ndWon,p1_SvGms,p1_bpSaved,p1_bpFaced,p2_ace,p2_df,p2_svpt,p2_1stIn,p2_1stWon,p2_2ndWon,p2_SvGms,p2_bpSaved,p2_bpFaced,win
3509,20110410,105683,Milos Raonic,103970,David Ferrer,1,196.0,20.2874743326,1,175.0,29.0239561944,3,1.0,2.0,55.0,26.0,15.0,11.0,8.0,5.0,10.0,0.0,1.0,45.0,24.0,16.0,13.0,8.0,1.0,2.0,2
3508,20110410,103990,Tommy Robredo,104678,Viktor Troicki,1,180.0,28.944558521599998,1,193.0,25.1635865845,3,1.0,0.0,43.0,28.0,18.0,9.0,6.0,4.0,5.0,2.0,1.0,40.0,29.0,18.0,4.0,6.0,4.0,6.0,2
3507,20110410,104792,Gael Monfils,104523,Frederico Gil,1,193.0,24.6078028747,1,178.0,26.0479123888,3,2.0,4.0,69.0,45.0,28.0,10.0,10.0,3.0,5.0,1.0,1.0,78.0,49.0,36.0,17.0,10.0,3.0,3.0,2
3511,20110410,105227,Marin Cilic,103819,Roger Federer,1,198.0,22.5325119781,1,185.0,29.6728268309,3,3.0,2.0,52.0,26.0,19.0,15.0,9.0,2.0,4.0,0.0,0.0,54.0,38.0,30.0,12.0,10.0,1.0,1.0,2
3505,20110410,104607,Tomas Berdych,103344,Ivan Ljubicic,1,196.0,25.563312799499997,1,193.0,32.0629705681,3,1.0,0.0,45.0,26.0,19.0,10.0,9.0,1.0,4.0,5.0,1.0,54.0,32.0,27.0,12.0,9.0,1.0,1.0,2
3499,20110410,103852,Feliciano Lopez,103970,David Ferrer,0,188.0,29.5550992471,1,175.0,29.0239561944,3,2.0,6.0,50.0,32.0,16.0,6.0,7.0,5.0,10.0,5.0,1.0,36.0,24.0,21.0,8.0,7.0,1.0,1.0,2
3504,20110410,104755,Richard Gasquet,104745,Rafael Nadal,1,185.0,24.8131416838,0,185.0,24.8542094456,3,1.0,0.0,63.0,32.0,18.0,15.0,9.0,5.0,9.0,3.0,2.0,50.0,33.0,25.0,11.0,9.0,0.0,1.0,2
3495,20110410,104593,Daniel Gimeno Traver,104792,Gael Monfils,1,185.0,25.6755646817,1,193.0,24.6078028747,3,4.0,3.0,73.0,38.0,21.0,18.0,10.0,9.0,14.0,1.0,3.0,55.0,39.0,28.0,8.0,10.0,5.0,7.0,2
3496,20110410,104269,Fernando Verdasco,103990,Tommy Robredo,0,188.0,27.403148528400003,1,180.0,28.944558521599998,3,3.0,6.0,53.0,28.0,18.0,11.0,9.0,1.0,5.0,2.0,1.0,60.0,40.0,29.0,12.0,10.0,5.0,7.0,2
3497,20110410,104678,Viktor Troicki,104926,Fabio Fognini,1,193.0,25.1635865845,1,178.0,23.8822724162,3,2.0,0.0,89.0,53.0,30.0,16.0,14.0,5.0,12.0,0.0,2.0,90.0,58.0,31.0,12.0,15.0,6.0,15.0,1
3498,20110410,105683,Milos Raonic,105208,Ernests Gulbis,1,196.0,20.2874743326,1,190.0,22.611909650900003,3,7.0,1.0,62.0,38.0,29.0,12.0,11.0,1.0,3.0,4.0,4.0,59.0,34.0,23.0,13.0,11.0,0.0,4.0,1
3494,20110410,104252,Florian Mayer,104523,Frederico Gil,1,190.0,27.515400410700003,1,178.0,26.0479123888,3,1.0,4.0,61.0,29.0,19.0,9.0,10.0,2.0,8.0,2.0,0.0,58.0,38.0,23.0,13.0,9.0,4.0,6.0,2
3500,20110410,104898,Robin Haase,103781,Jurgen Melzer,1,190.0,24.013689253899997,0,183.0,29.8863791923,3,5.0,2.0,65.0,39.0,24.0,11.0,12.0,6.0,12.0,5.0,0.0,60.0,46.0,33.0,7.0,12.0,3.0,6.0,2
3501,20110410,104216,Maximo Gonzalez,104597,Nicolas Almagro,1,175.0,27.726214921300002,1,183.0,25.6372347707,3,3.0,1.0,129.0,88.0,56.0,20.0,18.0,10.0,15.0,10.0,5.0,115.0,63.0,45.0,27.0,18.0,6.0,10.0,2
3502,20110410,105227,Marin Cilic,105137,Pere Riba,1,198.0,22.5325119781,1,183.0,23.0088980151,3,4.0,0.0,14.0,10.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,32.0,19.0,9.0,7.0,4.0,6.0,8.0,1
3503,20110410,104259,Philipp Kohlschreiber,103819,Roger Federer,1,178.0,27.485284051999997,1,185.0,29.6728268309,3,3.0,2.0,41.0,29.0,15.0,5.0,7.0,3.0,7.0,5.0,2.0,46.0,33.0,29.0,6.0,8.0,1.0,1.0,2
3424,20110404,105137,Pere Riba,104979,Andrey Golubev,1,183.0,22.989733059499997,1,185.0,23.7015742642,3,3.0,4.0,70.0,32.0,22.0,21.0,13.0,7.0,12.0,1.0,3.0,67.0,37.0,24.0,15.0,12.0,3.0,8.0,1
3435,20110404,103808,Potito Starace,103812,Victor Hanescu,1,188.0,29.7221081451,1,198.0,29.7029431896,3,2.0,0.0,104.0,78.0,52.0,14.0,16.0,1.0,4.0,2.0,3.0,93.0,63.0,39.0,20.0,15.0,5.0,10.0,1
3434,20110404,104665,Pablo Andujar,103656,Albert Montanes,1,180.0,25.1937029432,1,175.0,30.351813826100003,3,2.0,2.0,84.0,65.0,38.0,8.0,10.0,13.0,16.0,4.0,5.0,67.0,41.0,25.0,8.0,10.0,8.0,13.0,1
3433,20110404,105723,Andrey Kuznetsov,103812,Victor Hanescu,1,185.0,20.1122518823,1,198.0,29.7029431896,3,2.0,2.0,96.0,46.0,32.0,24.0,16.0,5.0,11.0,5.0,2.0,101.0,66.0,46.0,19.0,16.0,5.0,8.0,2
3432,20110404,104468,Gilles Simon,103808,Potito Starace,1,183.0,26.266940451700002,1,188.0,29.7221081451,3,3.0,4.0,95.0,53.0,35.0,19.0,15.0,8.0,13.0,2.0,3.0,96.0,62.0,41.0,16.0,14.0,7.0,11.0,2
3431,20110404,104665,Pablo Andujar,105137,Pere Riba,1,180.0,25.1937029432,1,183.0,22.989733059499997,3,3.0,1.0,44.0,35.0,29.0,2.0,8.0,0.0,1.0,3.0,3.0,59.0,26.0,18.0,9.0,8.0,7.0,12.0,1
3430,20110404,104926,Fabio Fognini,103656,Albert Montanes,1,178.0,23.8631074606,1,175.0,30.351813826100003,3,2.0,7.0,65.0,34.0,26.0,9.0,9.0,1.0,4.0,3.0,5.0,70.0,31.0,24.0,22.0,10.0,0.0,1.0,2
3429,20110404,105723,Andrey Kuznetsov,104571,Marcos Baghdatis,1,185.0,20.1122518823,1,183.0,25.796030116399997,3,1.0,3.0,90.0,44.0,29.0,28.0,15.0,5.0,9.0,6.0,9.0,101.0,35.0,26.0,33.0,15.0,7.0,12.0,1
3428,20110404,103582,Michael Berrer,103812,Victor Hanescu,0,193.0,30.757015742600004,1,198.0,29.7029431896,3,3.0,6.0,73.0,38.0,30.0,18.0,11.0,4.0,6.0,6.0,3.0,66.0,40.0,31.0,16.0,11.0,3.0,4.0,2
3427,20110404,104468,Gilles Simon,104523,Frederico Gil,1,183.0,26.266940451700002,1,178.0,26.028747433299998,3,4.0,3.0,62.0,34.0,28.0,15.0,10.0,1.0,1.0,2.0,1.0,52.0,31.0,23.0,10.0,9.0,0.0,2.0,1
3426,20110404,103105,Ruben Ramirez Hidalgo,103808,Potito Starace,1,183.0,33.2402464066,1,188.0,29.7221081451,3,1.0,5.0,70.0,36.0,24.0,14.0,10.0,4.0,8.0,0.0,2.0,48.0,31.0,23.0,12.0,9.0,2.0,3.0,2
3425,20110404,104665,Pablo Andujar,104871,Jeremy Chardy,1,180.0,25.1937029432,1,188.0,24.139630390100002,3,1.0,0.0,61.0,43.0,32.0,10.0,10.0,0.0,2.0,4.0,2.0,56.0,32.0,20.0,14.0,9.0,7.0,11.0,1
3437,20110404,104314,Brian Dabul,105077,Albert Ramos,0,170.0,27.107460643400003,0,188.0,23.2114989733,3,2.0,3.0,68.0,53.0,37.0,5.0,11.0,4.0,7.0,5.0,1.0,74.0,45.0,31.0,17.0,11.0,5.0,6.0,2
3423,20110404,104882,Blaz Kavcic,104926,Fabio Fognini,1,188.0,24.0821355236,1,178.0,23.8631074606,3,2.0,7.0,96.0,54.0,31.0,16.0,16.0,7.0,15.0,3.0,8.0,106.0,62.0,30.0,21.0,15.0,14.0,22.0,2
3422,20110404,103656,Albert Montanes,103835,Filippo Volandri,1,175.0,30.351813826100003,1,183.0,29.5770020534,3,8.0,0.0,51.0,25.0,21.0,10.0,9.0,4.0,7.0,0.0,3.0,62.0,36.0,15.0,12.0,8.0,6.0,12.0,1
3421,20110404,103582,Michael Berrer,103534,Nicolas Devilder,0,193.0,30.757015742600004,0,173.0,31.0253251198,3,4.0,2.0,52.0,26.0,18.0,13.0,9.0,5.0,8.0,2.0,0.0,58.0,33.0,16.0,9.0,9.0,5.0,11.0,1
3412,20110404,103898,Julien Benneteau,103835,Filippo Volandri,1,185.0,29.28678987,1,183.0,29.5770020534,3,3.0,3.0,70.0,49.0,29.0,8.0,10.0,5.0,9.0,0.0,1.0,67.0,47.0,34.0,9.0,11.0,4.0,6.0,2
3420,20110404,103812,Victor Hanescu,104593,Daniel Gimeno Traver,1,198.0,29.7029431896,1,185.0,25.6563997262,3,0.0,6.0,111.0,58.0,41.0,25.0,15.0,13.0,17.0,5.0,5.0,99.0,53.0,36.0,19.0,15.0,5.0,10.0,1
3419,20110404,104620,Simone Bolelli,104523,Frederico Gil,1,183.0,25.4866529774,1,178.0,26.028747433299998,3,1.0,1.0,57.0,39.0,21.0,8.0,8.0,4.0,8.0,2.0,0.0,42.0,23.0,19.0,13.0,8.0,0.0,0.0,2
3418,20110404,104349,Rui Machado,103105,Ruben Ramirez Hidalgo,1,178.0,26.981519507199998,1,183.0,33.2402464066,3,0.0,4.0,49.0,19.0,12.0,15.0,9.0,4.0,8.0,2.0,0.0,57.0,31.0,20.0,19.0,10.0,1.0,2.0,2
3417,20110404,103808,Potito Starace,104978,Daniel Brands,1,188.0,29.7221081451,1,196.0,23.7152635181,3,1.0,0.0,53.0,43.0,35.0,8.0,10.0,1.0,1.0,8.0,2.0,63.0,39.0,27.0,12.0,10.0,4.0,7.0,1
3416,20110404,104871,Jeremy Chardy,103451,Bjorn Phau,1,188.0,24.139630390100002,1,175.0,31.498973306,3,6.0,4.0,76.0,43.0,30.0,17.0,10.0,3.0,4.0,1.0,5.0,73.0,40.0,29.0,12.0,10.0,10.0,14.0,1
3415,20110404,103722,Florent Serra,104665,Pablo Andujar,1,180.0,30.0944558522,1,180.0,25.1937029432,3,0.0,0.0,65.0,37.0,26.0,11.0,12.0,3.0,8.0,3.0,1.0,66.0,40.0,28.0,17.0,12.0,1.0,3.0,2
3414,20110404,104619,Jesse Huta Galung,105137,Pere Riba,1,188.0,25.492128679,1,183.0,22.989733059499997,3,7.0,3.0,50.0,31.0,23.0,7.0,9.0,0.0,3.0,2.0,1.0,48.0,30.0,23.0,13.0,9.0,0.0,0.0,2
3413,20110404,105149,Reda El Amrani,104882,Blaz Kavcic,1,185.0,22.874743326500003,1,188.0,24.0821355236,3,1.0,0.0,16.0,10.0,6.0,3.0,3.0,0.0,1.0,0.0,3.0,26.0,20.0,12.0,2.0,4.0,1.0,3.0,2
3436,20110404,104665,Pablo Andujar,103808,Potito Starace,1,180.0,25.1937029432,1,188.0,29.7221081451,3,0.0,2.0,54.0,31.0,25.0,12.0,8.0,2.0,2.0,2.0,0.0,47.0,33.0,17.0,7.0,7.0,4.0,8.0,1
3455,20110404,104559,Teymuraz Gabashvili,105777,Grigor Dimitrov,1,188.0,25.864476386,1,188.0,19.8850102669,3,0.0,10.0,85.0,46.0,30.0,18.0,11.0,8.0,12.0,4.0,7.0,83.0,36.0,23.0,20.0,10.0,6.0,11.0,1
3438,20110404,104214,Igor Andreev,103188,Michael Russell,1,185.0,27.723477070500003,1,173.0,32.9253935661,3,3.0,1.0,55.0,37.0,26.0,12.0,9.0,2.0,3.0,2.0,6.0,52.0,24.0,16.0,11.0,8.0,4.0,8.0,1
3451,20110404,104500,Somdev Devvarman,104198,Guillermo Garcia Lopez,1,180.0,26.135523614,1,188.0,27.832991101999998,3,1.0,1.0,58.0,29.0,16.0,11.0,8.0,4.0,9.0,0.0,5.0,50.0,19.0,13.0,18.0,9.0,0.0,2.0,2
3439,20110404,105015,Franko Skugor,105453,Kei Nishikori,1,193.0,23.537303216999998,1,178.0,21.2621492129,3,1.0,2.0,50.0,30.0,21.0,6.0,8.0,3.0,6.0,2.0,1.0,61.0,38.0,27.0,15.0,9.0,2.0,2.0,2
3462,20110404,104976,Ryan Sweeting,103333,Ivo Karlovic,1,196.0,23.723477070500003,1,208.0,32.0958247775,3,2.0,4.0,68.0,48.0,42.0,10.0,11.0,4.0,4.0,12.0,4.0,81.0,44.0,34.0,17.0,10.0,3.0,4.0,1
3461,20110404,105453,Kei Nishikori,104655,Pablo Cuevas,1,178.0,21.2621492129,1,180.0,25.2539356605,3,2.0,3.0,71.0,34.0,24.0,18.0,11.0,6.0,9.0,2.0,1.0,58.0,33.0,18.0,11.0,10.0,4.0,9.0,1
3460,20110404,104559,Teymuraz Gabashvili,104976,Ryan Sweeting,1,188.0,25.864476386,1,196.0,23.723477070500003,3,1.0,5.0,71.0,34.0,25.0,16.0,13.0,2.0,7.0,5.0,4.0,66.0,39.0,28.0,17.0,12.0,3.0,5.0,2
3459,20110404,104545,John Isner,103333,Ivo Karlovic,1,206.0,25.9383983573,1,208.0,32.0958247775,3,23.0,3.0,116.0,67.0,56.0,32.0,18.0,0.0,1.0,24.0,5.0,135.0,87.0,70.0,24.0,18.0,10.0,11.0,2
3458,20110404,104198,Guillermo Garcia Lopez,104655,Pablo Cuevas,1,188.0,27.832991101999998,1,180.0,25.2539356605,3,1.0,5.0,102.0,65.0,39.0,15.0,15.0,4.0,10.0,5.0,4.0,78.0,37.0,23.0,21.0,13.0,1.0,7.0,2
3457,20110404,105453,Kei Nishikori,103888,Mardy Fish,1,178.0,21.2621492129,1,188.0,29.3169062286,3,1.0,5.0,46.0,23.0,22.0,14.0,9.0,0.0,0.0,1.0,2.0,42.0,28.0,17.0,7.0,8.0,2.0,5.0,1
3456,20110404,105023,Sam Querrey,104976,Ryan Sweeting,1,198.0,23.490759753600003,1,196.0,23.723477070500003,3,13.0,7.0,99.0,59.0,40.0,16.0,14.0,5.0,10.0,1.0,5.0,141.0,108.0,60.0,16.0,16.0,18.0,24.0,2
3454,20110404,104547,Horacio Zeballos,104545,John Isner,0,188.0,25.9356605065,1,206.0,25.9383983573,3,2.0,0.0,61.0,34.0,21.0,17.0,11.0,1.0,4.0,14.0,2.0,52.0,33.0,28.0,14.0,10.0,0.0,0.0,2
3453,20110404,103857,Igor Kunitsyn,103333,Ivo Karlovic,1,180.0,29.5085557837,1,208.0,32.0958247775,3,1.0,1.0,53.0,35.0,20.0,9.0,8.0,5.0,9.0,12.0,3.0,48.0,31.0,26.0,8.0,9.0,1.0,2.0,2
3452,20110404,103484,James Blake,104655,Pablo Cuevas,1,185.0,31.266255989,1,180.0,25.2539356605,3,2.0,4.0,67.0,38.0,28.0,10.0,9.0,5.0,8.0,8.0,1.0,49.0,35.0,31.0,10.0,10.0,2.0,2.0,2
3463,20110404,104976,Ryan Sweeting,105453,Kei Nishikori,1,196.0,23.723477070500003,1,178.0,21.2621492129,3,5.0,6.0,92.0,54.0,37.0,20.0,11.0,4.0,5.0,1.0,0.0,68.0,39.0,30.0,14.0,11.0,3.0,5.0,1
3450,20110404,104214,Igor Andreev,105453,Kei Nishikori,1,185.0,27.723477070500003,1,178.0,21.2621492129,3,2.0,4.0,53.0,34.0,25.0,7.0,9.0,4.0,7.0,3.0,1.0,56.0,38.0,28.0,12.0,9.0,1.0,1.0,2
3448,20110404,104976,Ryan Sweeting,105065,Tim Smyczek,1,196.0,23.723477070500003,1,175.0,23.2607802875,3,3.0,0.0,48.0,32.0,23.0,11.0,8.0,3.0,4.0,0.0,5.0,47.0,28.0,15.0,5.0,8.0,3.0,8.0,1
3447,20110404,104559,Teymuraz Gabashvili,104154,Paul Capdeville,1,188.0,25.864476386,1,190.0,28.005475701599998,3,2.0,3.0,66.0,43.0,28.0,14.0,11.0,0.0,3.0,4.0,1.0,86.0,49.0,30.0,18.0,11.0,5.0,9.0,1
3446,20110404,102783,Rainer Schuettler,105777,Grigor Dimitrov,1,180.0,34.9404517454,1,188.0,19.8850102669,3,0.0,7.0,54.0,23.0,12.0,11.0,7.0,7.0,13.0,2.0,1.0,43.0,25.0,21.0,7.0,7.0,4.0,5.0,2
3445,20110404,105992,Ryan Harrison,104547,Horacio Zeballos,1,183.0,18.9075975359,0,188.0,25.9356605065,3,5.0,3.0,67.0,31.0,18.0,18.0,10.0,3.0,7.0,2.0,1.0,68.0,38.0,29.0,12.0,9.0,4.0,5.0,2
3444,20110404,104999,Mischa Zverev,103857,Igor Kunitsyn,0,190.0,23.6167008898,1,180.0,29.5085557837,3,0.0,2.0,78.0,46.0,19.0,16.0,10.0,8.0,14.0,1.0,3.0,69.0,34.0,21.0,19.0,10.0,6.0,10.0,2
3443,20110404,103333,Ivo Karlovic,103794,Benjamin Becker,1,208.0,32.0958247775,1,178.0,29.7987679671,3,8.0,0.0,59.0,34.0,32.0,19.0,11.0,0.0,0.0,6.0,3.0,71.0,39.0,34.0,17.0,11.0,3.0,4.0,1
3442,20110404,104655,Pablo Cuevas,103672,Ricardo Mello,1,180.0,25.2539356605,0,175.0,30.2833675565,3,3.0,1.0,34.0,17.0,16.0,12.0,7.0,0.0,0.0,0.0,1.0,43.0,24.0,10.0,7.0,7.0,4.0,9.0,1
3441,20110404,104122,Carlos Berlocq,103484,James Blake,1,183.0,28.164271047199996,1,185.0,31.266255989,3,1.0,3.0,92.0,68.0,43.0,12.0,15.0,6.0,10.0,5.0,3.0,139.0,66.0,46.0,37.0,16.0,18.0,20.0,2
3440,20110404,104500,Somdev Devvarman,103470,Robert Kendrick,1,180.0,26.135523614,1,190.0,31.3839835729,3,1.0,1.0,48.0,32.0,22.0,10.0,8.0,3.0,4.0,1.0,4.0,57.0,30.0,15.0,9.0,7.0,9.0,14.0,1
3449,20110404,103888,Mardy Fish,105077,Albert Ramos,1,188.0,29.3169062286,0,188.0,23.2114989733,3,3.0,2.0,63.0,36.0,27.0,16.0,10.0,8.0,9.0,3.0,4.0,52.0,23.0,18.0,12.0,9.0,3.0,6.0,1
3347,20110323,103188,Michael Russell,103484,James Blake,1,173.0,32.887063655,1,185.0,31.227926078000003,3,4.0,2.0,99.0,66.0,43.0,22.0,16.0,2.0,5.0,5.0,8.0,113.0,57.0,40.0,28.0,17.0,2.0,7.0,2
3350,20110323,103852,Feliciano Lopez,103428,Juan Ignacio Chela,0,188.0,29.4976043806,1,190.0,31.5564681725,3,18.0,11.0,94.0,45.0,37.0,24.0,16.0,2.0,5.0,2.0,7.0,99.0,59.0,42.0,22.0,15.0,7.0,9.0,1
3349,20110323,104745,Rafael Nadal,105453,Kei Nishikori,0,185.0,24.796714579099998,1,178.0,21.2238193018,3,2.0,2.0,63.0,37.0,28.0,18.0,10.0,4.0,4.0,2.0,2.0,61.0,38.0,29.0,10.0,10.0,4.0,6.0,1
3348,20110323,105385,Donald Young,104797,Denis Istomin,0,183.0,21.659137577,1,188.0,24.5338809035,3,1.0,3.0,49.0,26.0,18.0,12.0,9.0,3.0,6.0,6.0,3.0,59.0,40.0,31.0,11.0,10.0,3.0,4.0,2
3342,20110323,105053,Santiago Giraldo,104214,Igor Andreev,1,188.0,23.312799452399997,1,185.0,27.685147159499998,3,4.0,4.0,76.0,43.0,27.0,14.0,11.0,5.0,10.0,3.0,4.0,70.0,40.0,31.0,13.0,11.0,3.0,5.0,2
3346,20110323,103813,Jarkko Nieminen,105062,Mikhail Kukushkin,0,185.0,29.659137577,1,183.0,23.2334017796,3,5.0,4.0,75.0,45.0,31.0,15.0,13.0,3.0,7.0,6.0,2.0,95.0,45.0,31.0,27.0,13.0,11.0,13.0,2
3345,20110323,104735,Tobias Kamke,104947,Marsel Ilhan,1,180.0,24.832306639299997,1,190.0,23.7754962355,3,1.0,2.0,55.0,29.0,17.0,8.0,8.0,6.0,11.0,4.0,1.0,40.0,24.0,20.0,9.0,7.0,1.0,1.0,2
3344,20110323,106071,Bernard Tomic,104665,Pablo Andujar,1,193.0,18.4120465435,1,180.0,25.155373032199996,3,4.0,3.0,96.0,58.0,39.0,18.0,16.0,3.0,9.0,0.0,7.0,98.0,48.0,29.0,26.0,15.0,5.0,10.0,2
3343,20110323,103786,Nikolay Davydenko,104731,Kevin Anderson,1,178.0,29.7987679671,1,203.0,24.8405201916,3,4.0,2.0,56.0,39.0,25.0,7.0,10.0,0.0,3.0,5.0,2.0,46.0,32.0,27.0,10.0,9.0,0.0,0.0,2
3351,20110323,105238,Alexandr Dolgopolov,104312,Andreas Seppi,1,180.0,22.3655030801,1,190.0,27.077344284699997,3,8.0,3.0,44.0,24.0,21.0,11.0,8.0,0.0,1.0,0.0,5.0,48.0,18.0,9.0,14.0,7.0,5.0,9.0,1
3356,20110323,104607,Tomas Berdych,103105,Ruben Ramirez Hidalgo,1,196.0,25.5058179329,1,183.0,33.2019164956,3,8.0,0.0,68.0,34.0,28.0,20.0,12.0,6.0,8.0,1.0,9.0,100.0,51.0,30.0,18.0,13.0,8.0,16.0,1
3352,20110323,104559,Teymuraz Gabashvili,104542,Jo-Wilfried Tsonga,1,188.0,25.826146475,1,188.0,25.9247091034,3,4.0,6.0,84.0,52.0,36.0,12.0,14.0,1.0,6.0,15.0,1.0,97.0,56.0,46.0,17.0,16.0,6.0,9.0,2
3353,20110323,104597,Nicolas Almagro,104523,Frederico Gil,1,183.0,25.5797399042,1,178.0,25.990417522199998,3,11.0,6.0,78.0,35.0,28.0,25.0,13.0,4.0,5.0,8.0,2.0,82.0,56.0,38.0,16.0,14.0,6.0,9.0,1
3354,20110323,104252,Florian Mayer,103656,Albert Montanes,1,190.0,27.457905544099997,1,175.0,30.3134839151,3,3.0,0.0,33.0,19.0,16.0,13.0,7.0,0.0,0.0,0.0,2.0,43.0,29.0,17.0,9.0,7.0,0.0,2.0,1
3355,20110323,104122,Carlos Berlocq,105208,Ernests Gulbis,1,183.0,28.125941136199998,1,190.0,22.554414784400002,3,5.0,6.0,74.0,42.0,33.0,13.0,13.0,2.0,5.0,9.0,4.0,79.0,44.0,31.0,14.0,12.0,3.0,7.0,1
3357,20110323,103819,Roger Federer,103285,Radek Stepanek,1,185.0,29.6153319644,1,185.0,32.3121149897,3,7.0,1.0,47.0,33.0,27.0,10.0,9.0,1.0,1.0,4.0,3.0,44.0,28.0,21.0,4.0,9.0,0.0,3.0,1
3358,20110323,104660,Sergiy Stakhovsky,104338,Juan Monaco,1,193.0,25.2019164956,1,185.0,26.9760438056,3,5.0,3.0,113.0,72.0,49.0,15.0,16.0,13.0,18.0,4.0,2.0,99.0,74.0,46.0,17.0,16.0,3.0,6.0,2
3359,20110323,103694,Olivier Rochus,104571,Marcos Baghdatis,1,168.0,30.1683778234,1,183.0,25.7577002053,3,2.0,2.0,81.0,54.0,34.0,11.0,14.0,3.0,8.0,9.0,7.0,90.0,38.0,28.0,18.0,14.0,5.0,12.0,1
3360,20110323,104229,Yen Hsun Lu,104022,Mikhail Youzhny,1,180.0,27.6002737851,1,183.0,28.7364818617,3,1.0,5.0,40.0,19.0,9.0,6.0,6.0,8.0,13.0,2.0,1.0,37.0,20.0,17.0,12.0,7.0,2.0,2.0,2
3361,20110323,104332,Philipp Petzschner,103781,Jurgen Melzer,1,185.0,26.989733059499997,0,183.0,29.8288843258,3,3.0,3.0,67.0,32.0,23.0,21.0,10.0,5.0,6.0,5.0,3.0,63.0,40.0,26.0,10.0,9.0,7.0,10.0,1
3362,20110323,104386,Janko Tipsarevic,105227,Marin Cilic,1,180.0,26.7433264887,1,198.0,22.4750171116,3,5.0,5.0,66.0,38.0,31.0,14.0,11.0,4.0,6.0,5.0,4.0,72.0,38.0,27.0,14.0,10.0,3.0,6.0,1
3340,20110323,104471,Ivan Dodig,104979,Andrey Golubev,1,183.0,26.212183436,1,185.0,23.663244353200003,3,8.0,3.0,94.0,54.0,37.0,26.0,14.0,2.0,4.0,0.0,4.0,85.0,47.0,32.0,16.0,14.0,2.0,8.0,1
3341,20110323,103812,Victor Hanescu,104166,Alex Bogomolov Jr,1,198.0,29.6646132786,1,178.0,27.909650924,3,5.0,4.0,95.0,56.0,37.0,15.0,16.0,6.0,12.0,2.0,6.0,111.0,73.0,52.0,14.0,15.0,8.0,12.0,2
3327,20110323,103694,Olivier Rochus,104882,Blaz Kavcic,1,168.0,30.1683778234,1,188.0,24.043805612600003,3,2.0,8.0,117.0,57.0,36.0,29.0,16.0,8.0,14.0,10.0,8.0,116.0,67.0,42.0,20.0,15.0,10.0,16.0,1
3339,20110323,105223,Juan Martin del Potro,103672,Ricardo Mello,1,198.0,22.4887063655,0,175.0,30.2450376454,3,3.0,1.0,50.0,35.0,28.0,6.0,10.0,0.0,2.0,1.0,1.0,58.0,32.0,20.0,12.0,10.0,1.0,5.0,1
3338,20110323,103893,Paolo Lorenzi,103344,Ivan Ljubicic,1,183.0,29.2621492129,1,193.0,32.0054757016,3,0.0,4.0,62.0,44.0,33.0,8.0,10.0,3.0,5.0,4.0,3.0,72.0,35.0,21.0,18.0,9.0,6.0,10.0,1
3364,20110323,104655,Pablo Cuevas,104053,Andy Roddick,1,180.0,25.215605749499996,1,188.0,28.5557837098,3,15.0,1.0,73.0,44.0,35.0,19.0,11.0,4.0,4.0,9.0,6.0,89.0,49.0,35.0,22.0,11.0,6.0,7.0,1
3317,20110323,105453,Kei Nishikori,104871,Jeremy Chardy,1,178.0,21.2238193018,1,188.0,24.101300479099997,3,3.0,1.0,68.0,53.0,37.0,12.0,10.0,2.0,2.0,11.0,11.0,84.0,42.0,38.0,14.0,10.0,5.0,7.0,1
3318,20110323,103852,Feliciano Lopez,105575,Ricardas Berankis,0,188.0,29.4976043806,1,175.0,20.7474332649,3,19.0,8.0,100.0,47.0,44.0,24.0,15.0,6.0,8.0,9.0,5.0,116.0,58.0,39.0,33.0,16.0,6.0,9.0,1
3319,20110323,104999,Mischa Zverev,104312,Andreas Seppi,0,190.0,23.578370978800002,1,190.0,27.077344284699997,3,2.0,0.0,92.0,64.0,40.0,12.0,13.0,4.0,9.0,6.0,2.0,89.0,56.0,41.0,19.0,14.0,0.0,1.0,2
3320,20110323,104978,Daniel Brands,104559,Teymuraz Gabashvili,1,196.0,23.6769336071,1,188.0,25.826146475,3,5.0,10.0,89.0,57.0,35.0,10.0,10.0,6.0,10.0,4.0,7.0,63.0,37.0,29.0,12.0,10.0,3.0,5.0,2
3321,20110323,104523,Frederico Gil,104154,Paul Capdeville,1,178.0,25.990417522199998,1,190.0,27.9671457906,3,4.0,3.0,105.0,64.0,43.0,20.0,14.0,5.0,9.0,6.0,6.0,96.0,65.0,43.0,11.0,14.0,3.0,8.0,1
3322,20110323,104252,Florian Mayer,103333,Ivo Karlovic,1,190.0,27.457905544099997,1,208.0,32.0574948665,3,2.0,1.0,57.0,32.0,29.0,20.0,11.0,0.0,0.0,10.0,0.0,67.0,44.0,35.0,13.0,11.0,1.0,2.0,1
3323,20110323,106058,Jack Sock,104122,Carlos Berlocq,1,185.0,18.4859685147,1,183.0,28.125941136199998,3,4.0,4.0,80.0,39.0,20.0,25.0,12.0,3.0,7.0,4.0,5.0,89.0,48.0,34.0,19.0,12.0,10.0,13.0,2
